Size,Insulation,Voltage,Type,FROM,FROM_SWITCH,TO,TO_SWITCH,DELAYED_REASON,FAULT_NATURE,
300+225SQ.MM,PILC,11KV,HTCF SECTION,KURLA 5,2847,SHAHID JITESH,42896,1) HEAVY TRAFFIC ON KAMANI TO KURLA STATION ROAD.. 2)FAILED TO OPEN - MULTIPLE COMMAND KURLA 5 S/S DMS SW.NO.02847 FAILED TO OPERATE FROM SCADA.,,
300+225SQ.MM,XLPE,11KV,HTCF SECTION,KURLA 5,2847,SHAHID JITESH,42896,,,
300+225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHRADHANAND ROAD,4745,VILE PARLE EAST NO.1,27073,,,
300+225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SUNDER VILLE,26703,SAI BABA,36137,1) FPI MALFUNCTION AT SUNDER VILLE S/S SW.NO.26701 (NOT GLOWN).,,
300+225+240+400SQ.MM,XLPE,11KV,HTCF SECTION,MATHURADAS ROAD NO.1,10909,KANDIVLI NORTH NO.1,11650,,,
300+240SQ.MM,PILC,11KV,HTCF SECTION,BHARAT NGR 2,12372,MAHATMA PHULE NGR,12151,,,
300+240SQ.MM,PILC,11KV,HTCF SECTION,RUSHI TOWER,18270,INDRA DARSHAN NO.3,15146,RISHI TOWER SW: 18272 AND 18270 FAILED TO OPEN FROM SCADA INDRADARSHAN NO.3 SW:15146 FAILED TO OPEN FROM SCADA AMBIVLI HSG NO.2 SW 7714 FAILED TO CLOSE FROM SCADA..,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,444 CORPORATE LOUNGE,32809,T K HOTEL,9018,1) FPI NOT WORKING AT 444 CORPORATE LOUNGUE S/S SW NO.32807.,,
,,,,,,,,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ANUKSHA,14217,MAHAVIR NAGAR NO.1,19724,1) FPI MALFUNCTION AT ANUKSHA S/S SW.NO.14217 (NOT GLOWN). 2) FPI MALFUNCTION AT ANUKSHA S/S SW.NO.13061 (NOT GLOWN). 3)FAILED TO CLOSE DAHANUKAR WADI NORTH S/S DMS SW.NO.38619 FAILED TO OPERATE FROM SCADA. CI : 1820 DI DAHANUKARWADI NORTH CHL 840.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BHARAT NGR 2,12372,MAHATMA PHULE NGR,12151,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BHAYANDAR UDYOG NAGAR,16716,AMBA MATA INDUSTRIES,19489,,,
,,,,,,,,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHHADWA RESIDENCY,32097,SAFAL HEIGHTS,29961,1) DMS OFFLINE AT GHATLA VILLEGE RD S/S. 2) DMS OFFLINE AT CHEMBUR CASTLE S/S. 3) DMS OFFLINE AT SUPRIYA S/S. 4) DMS OFFLINE AT SWAMI TOWER S/S. 5) DMS OFFLINE AT BORLA S/S. 6) FEEDER TRIPPING AT TILAK NAGAR REC-STN SW.NO.33082. LOADING CONSTRAINT DUE TO EXISTING FAULT.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DINDOSHI NO.5,5488,LUCKY APARTMENT,28707,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,EIH UNIT OBEROI FLIGHTS,41199,MAROL NAKA NO.2,15550,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,EVERSHINE WOODS NO 1,31965,EVERSHINE WOODS NO 2,36974,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GANDHI NAGAR NO.1,40167,BHARAT NAGAR NO.3,9663,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GODFREY PHILIPS,613,SWAROOP ARCADE,30021,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GOKUL BLOSSOM,35785,JUHU SOUTH (INDOOR),13519,1)FAILED TO OPEN JUHU SOUTH (INDOOR) S/S DMS SW.NO.00274 FAILED TO OPERATE FROM SCADA. 2)FAILED TO OPEN JUHU SOUTH (INDOOR) S/S DMS SW.NO.32650 FAILED TO OPERATE FROM SCADA. 3)FAILED TO OPEN JUHU SOUTH (INDOOR) S/S DMS SW.NO.00275 FAILED TO OPERATE FROM SCADA.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KHARI PLINTH NO 2,37512,SARVODAYA PARADISE,35012,1) FPI MALFUNCTION AT SARVODAYA PARADISE S/S SW.NO.35010 (GLOWN). 2) FPI MALFUNCTION AT KHARI PLINTH NO 2 S/S SW.NO.37512 (GLOWN). 3) DMS OFFLINE AT KHARI PLINTH NO 2 S/S. 4) DMS OFFLINE AT KHARI PLINTH S/S.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KINGSTON PALACE,18942,CHINCHVALI SOLITAIRE,41655,1)FAILED TO CLOSE AJIT PARK S/S DMS SW.NO.15726 FAILED TO OPERATE FROM SCADA. 2)FAILED TO CLOSE BOMBAY TALKIES (NEW) S/S DMS SW.NO.28637 FAILED TO OPERATE FROM SCADA. CABLE DAMAGED BY HTM TEAM NEAR CHINCHAVALI POICE CHOWKY BEAT NO.3.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MALKAUNS CHS,39743,GUJARAT MANDAL ROAD,19155,1)MALKAUNS CHS S/S (DMS) WENT OFFLINE AFTER TRIPPING. GUJARAT MANDAL ROAD 80% SUPPLY RESTORED ON LT BACKFEEDING AT 14:10 HRS. GUJARAT MANDAL ROAD 100% SUPPLY RESTORED ON LT BACKFEEDING AT 14:40 HRS. MORYA FORTUNE 60% SUPPLY RESTORED ON LT BACKFEEDING AT 14:40 HRS. MORYA FORTUNE 100% SUPPLY RESTORED ON LT BACKFEEDING AT 15:03 HRS. 2) EXISTING 11KV HTCF BETWEEN SANTACRUZ R/S TO MORYA FORTUNE..,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MOHINI HEIGHTS,34975,KHAR SOUTH,720,1) DMS OFFLINE AT NIVAN S/S. 2) DMS OFFLINE AT KHAR SOUTH S/S.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MUKUND TOWER,43151,PATIL ESTATE,31562,1)FAILED TO OPEN - MULTIPLE COMMAND PATIL ESTATE S/S DMS SW.NO.31562 FAILED TO OPERATE FROM SCADA. 2)FAILED TO OPEN - MULTIPLE COMMAND MUKUND TOWER S/S SW.NO.43151 FAILED TO OPERATE FROM SCADA.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO OPEN NAIRWADI S/S DMS SW.NO.14992 FAILED TO OPERATE FROM SCADA. 2)FAILED TO OPEN LAXMI NARAYAN 1 S/S DMS SW.NO.41958 FAILED TO OPERATE FROM SCADA.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PANT NGR SCHOOL,9325,GHATKOPAR HSG CLY 3,11035,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RAFIQ NGR,14520,RAFIQ NGR 2,25145,1) DMS OFFLINE AT DURGA SANGH S/S. 2) EXISTING SECTION DEAD BETWEEN SANT NIRANKARI TO RAFIQE NGR MEDICAL CENTRE 3) ALL SUPPLY RESTORED AFTER CHARGING THE DEAD SECTION. 4) BOTH OPERATION SQUAD WAS BUSY AT ATTENDING NO SUPPLY COMPLAINTS.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,READY MIX CONCRETE PLANT,19747,AMARTARA 2,38580,1) DMS OFFLINE AT SHANTI COMPLEX 3 S/S. 2) DMS OFFLINE AT READY MIX CONCRETE PLANT S/S.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)HI LIFE MALL S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 2)BHAWESHWAR SMRITI S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 3)SANTACRUZ SANJIVANI CHS S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. DI: HILIFE MALL CI: 462 CHL: 369.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)PRABHAT COLONY NO.2 S/S (DMS) WENT OFFLINE AFTER TRIPPING. CI:944 CHL:267.2) HEAVY TRAFFIC ON WESTERN EXPRESS HIGHWAY..,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SATYAM SOCIETY,34782,SINGH ESTATE NO.1,4787,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHRADDHA HEIGHT,40114,SAIWADI NO.2,17202,1) FPI MALFUNCTION AT SHRADDHA HEIGHT S/S SW.NO.40114 (NOT GLOWN). 2) DMS OFFLINE AT ECGC INDIA S/S. 3)FAILED TO OPEN - MULTIPLE COMMAND SHRADDHA HEIGHT S/S SW.NO.40114 FAILED TO OPERATE FROM SCADA. 4)FAILED TO OPEN - MULTIPLE COMMAND TELLY GALY S/S DMS SW.NO.05137 FAILED TO OPERATE FROM SCADA.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SUBHANGAN,32999,WALBHAT ROAD,4739,1) DMS OFFLINE AT NATIONAL WIRE NO.2 S/S. 2)FAILED TO OPEN - MULTIPLE COMMAND WALBHAT ROAD S/S DMS SW.NO.04635 FAILED TO OPERATE FROM SCADA. 3)FAILED TO CLOSE - MULTIPLE COMMAND UDYOG BHAVAN NO.2 S/S DMS SW.NO.13119 FAILED TO OPERATE FROM SCADA. 4) ACCESS PROBLEM AT SUBHANGAN S/S. 5) FPI MALFUNCTION AT WALBHAT ROAD S/S SW.NO.04633 (GLOWN). 6) FPI MALFUNCTION AT WALBHAT ROAD S/S SW.NO.04635 (GLOWN).,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SUBHANGAN,32999,WALBHAT ROAD,4739,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TATA HOUSING,11129,VAIBHAV CHAMBERS,25822,1)FAILED TO OPEN JAGAT VIDYA S/S DMS SW.NO.09928 FAILED TO OPERATE FROM SCADA. 2)FAILED TO OPEN JAGAT VIDYA S/S DMS SW.NO.09926 FAILED TO OPERATE FROM SCADA. 1) FPI NOR WORKING AT VAIBHAV CHAMBERS S/S.,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VIKHROLI CLY 2,14053,SUDHA PARK,19783,,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,AMARTARU TOWER,29576,VIKAS TOWER,11063,1)FAILED TO OPEN VIKAS TOWER S/S SW.NO.11063 FAILED TO OPERATE FROM SCADA.,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,,,,,,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,,,,,,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,APANA GHAR NO.1,9312,VERSOVA MHADA NO.3,32151,1) FPI MALFUNCTION AT OCEANGRAPHY S/S SW.NO.18333 (NOT GLOWN).,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,,,,,,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,BEAU PRIDE,37191,CHINCHPOKALI ROAD,13534,1)NOVA ROSE S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2) FPI MALFUNCTION AT NOVA ROSE S/S SW.NO.32567 (NOT GLOWN). 3) FPI MALFUNCTION AT JUNE BLOSSOM S/S SW.NO.26235 (NOT GLOWN). 4) AUTO-TRIP INDICATION NOT APPEAR ON SCADA.. 5) OPERATION SQUAD REPORT DELAYED AS SQUAD WAS AT SHRICHAND BAJAJ CSS ATTENDING LT PANEL FIRE COMPLAINT. .,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO CLOSE PADMA NAGAR S/S DMS SW.NO.10354 FAILED TO OPERATE FROM SCADA. CHL: 356 DI: PADMA NAGAR CI: 712.,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,CHHADWA RESIDENCY,32097,SAFAL HEIGHTS,29961,,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,CIPLA,4449,J.K.PRINTS,10978,,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,DADI ESTATE NO 2,15670,DIAMODA,30074,1)FAILED TO OPEN PANCHDHAM S/S DMS SW.NO.17352 FAILED TO OPERATE FROM SCADA.,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,DHANLAXMI,16748,ASALPHA EKVIRA DARSHAN,32479,1)DHANLAXMI S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)ASHA KRISHNA S/S (DMS) WENT OFFLINE AFTER TRIPPING. 3) ACCESS PROBLEM AT DHANLAXMI S/S PRIVATE LOCK ON SUBSATION DOOR WATCHMAN NOT AVAILABLE AT SITE. CABLE DAMAGE BY MCGM.,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,FIFTEENTH (15TH) ROAD NO.2,19418,TWENTIETH ROAD (20TH),10922,1) FPI MALFUNCTION AT TWENTIETH ROAD (20TH) S/S SW.NO.10922 (GLOWN). 2)FAILED TO OPEN IRA CHHAYA S/S SW.NO.41346 FAILED TO OPERATE FROM SCADA.,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,GAODEVI SOCIETY,26750,GINI INFOTECH,19462,,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,GODREJ COLISEUM,25774,BHAKTI PARK 2,25121,1)FAILED TO OPEN - MULTIPLE COMMAND BHAKTI PARK 2 S/S SW.NO.25121 FAILED TO OPERATE FROM SCADA. BHAKTI PARK 100% SUPPLY RESTORED ON DG SET AT 15:10 HRS. BHAKTI PARK 100% SUPPLY RESTORED ON DG SET AT 15:10 HRS. BHAKTI PARK 4 100% SUPPLY RESTORED ON DG SET AT 15:25 HRS. COSMIC HIGHTS 100% SUPPLY RESTORED ON DG SET AT 15:25 HRS. VIJAY NGR. APPT NO.2 100% SUPPLY RESTORED ON DG SET AT 15:40 HRS. VIJAY NGR. APPT NO.2 100% SUPPLY RESTORED ON DG SET AT 15:40 HRS. BHAKTI PARK 3 100% SUPPLY RESTORED ON DG SET AT 16:15 HRS. BHAKTI PARK 2 100% AT 16:15 HRS. ISOLATION & RESTORATION DELAYED DUE TO EXISTING 11 KV FAULT BETWEEN WADALA RD TO VIJAY NAGAR APPT NO.2..,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,J. B. NAGAR RECEIVING STATION,39016,SEARS CONSTRUCTION,40112,,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,JAILAXMI,30126,SARASWATI CHS,35080,1)FAILED TO CLOSE BHAGYAWAN S/S DMS SW.NO.07963 FAILED TO OPERATE FROM SCADA. 2)FAILED TO OPEN JAILAXMI S/S DMS SW.NO.30126 FAILED TO OPERATE FROM SCADA. 3)FAILED TO OPEN JAILAXMI S/S DMS SW.NO.30126 FAILED TO OPERATE FROM SCADA. 4)FAILED TO CLOSE CHEMBUR HSG.(E)1 S/S DMS SW.NO.34002 FAILED TO OPERATE FROM SCADA. 5)UREKA S/S (DMS) WENT OFFLINE AFTER TRIPPING. 6) HEAVY TRAAFIC ON SUBHASH ROAD ACHARYA COLLEGE.. CI 748 CHL - 258..,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,KALA SILK,7463,A G NAGAR,11270,,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,MADH VANILA TALAV,37169,MADH VILLAGE NO.2,16263,1)SQUAD WAS IN HTC OUTAGE.,,
,,,,,,,,,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,,,,,1)AAREY NO.2 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)AAREY UNIT NO.30 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 3)FAILED TO OPEN AAREY UNIT NO.7 KIOSK S/S SW.NO.18008 FAILED TO OPERATE FROM SCADA. 4)FAILED TO OPEN AAREY UNIT NO.7 KIOSK S/S SW.NO.18009 FAILED TO OPERATE FROM SCADA. 5)FAILED TO OPEN AAREY UNIT NO.7 KIOSK S/S SW.NO.18010 FAILED TO OPERATE FROM SCADA.,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,MIRA HOUSING NO 1,17303,POONAM ESTATE NO 2,37348,1)FAILED TO OPEN RASHMI PARK S/S SW.NO.16960 FAILED TO OPERATE FROM SCADA. 2)FAILED TO OPEN RASHMI PARK S/S SW.NO.16959 FAILED TO OPERATE FROM SCADA. 3)FAILED TO CLOSE DIVYA LOK S/S DMS SW.NO.17480 FAILED TO OPERATE FROM SCADA. 4) POONAM ESTATE 2 OPERATED AFTER GIVING MULTIPLE COMMAND..,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,,,,,,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,READY MIX CONCRETE PLANT,19747,AMARTARA 2,38580,1)FAILED TO OPEN SHANTI COMPLEX 3 S/S SW.NO.14950 FAILED TO OPERATE FROM SCADA. 2) FPI MALFUNCTION AT SAKI VIHAR TEL EXCHANGE S/S SW.NO.42707 (GLOWN).,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,S D F NO.6,16380,DIA STAR,11284,,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,SAFAL HEIGHTS,29960,CHEMBUR CASTLE,38343,1)GHATLA VILLEGE RD S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)CHEMBUR CASTLE SW:38343 FAILED TO OPEN FROM SCADA.,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,STATE TRANSPORT ROAD NO.2,6647,SAVOY CHAMBER,34808,1) FPI MALFUNCTION AT STATE TRANSPORT ROAD NO.2 S/S SW.NO.06647 (NOT GLOWN). 2) FPI MALFUNCTION AT STATE TRANSPORT ROAD NO.2 S/S SW.NO.06646 (NOT GLOWN). 3) FPI MALFUNCTION AT YOGNITI S/S SW.NO.37728 (NOT GLOWN). 4) DMS OFFLINE AT JAYANAND KHIRA NO.2 S/S. 5) DMS OFFLINE AT STATE TRANSPORT ROAD NO.2 S/S. 6) DMS OFFLINE AT SAVOY CHAMBER S/S. 7)FAILED TO OPEN KAMALA SPACES S/S SW.NO.35137 FAILED TO OPERATE FROM SCADA. 8)FAILED TO CLOSE SAI BABA S/S DMS SW.NO.36137 FAILED TO OPERATE FROM SCADA.,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,,,,,1) DMS OFFLINE AT HARIYALI CENTRAL 3 S/S. 2)FAILED TO CLOSE HARIYALI CENTRAL 2 S/S DMS SW.NO.10872 FAILED TO OPERATE FROM SCADA.,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO CLOSE BANDONGRI ROAD WEST S/S DMS SW.NO.13880 FAILED TO OPERATE FROM SCADA. 2)DATTA MANDIR ROAD NO.2 S/S (DMS) WENT OFFLINE AFTER TRIPPING.,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,VATSLYA SOCIETY,29694,HOLAR SAMAJ,30603,1) DMS OFFLINE AT FOUR BUNGLOW ROAD NO.1 S/S.,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,VEENA DALWAI,6412,OSHIWARA SOUTH NO.1,1065,,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,VINU INDUSTRIES,36158,KASTURI ESTATE NO 1,32850,1) DMS OFFLINE AT VINU INDUSTRIES S/S. 2)FAILED TO OPEN MARUDHAR IND EST S/S DMS SW.NO.10842 FAILED TO OPERATE FROM SCADA. 3)FAILED TO OPEN MARUDHAR IND EST S/S DMS SW.NO.10841 FAILED TO OPERATE FROM SCADA. DI:-1) VINU INDUSTRIES 2) MARUDHAR IND EST CHL:-666.67.,,
300+240+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,,,
300+240+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO OPEN KALINA NORTH NO.2 S/S SW.NO.16805 FAILED TO OPERATE FROM SCADA. DI:KALINA NORTH NO.2 CI:998 CHL:366,,
300+240+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MAHARAJA TOWER,19592,SUCHIDHAM NO.2,28555,,,
300+240+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,,,
300+240+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO OPEN GORAI RSC 29 S/S DMS SW.NO.17642 FAILED TO OPERATE FROM SCADA. 2)GORAI RSC 4 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 3)GORAI RSC 6 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 3) SQUAD WAS BUSY IN REPLACING CONTACTS AT BORIVALI NUMBER 2 S/S..,,
300+240+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,,,,
300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,AAREY 220 KV RECEIVING STATION,14331,T.MANEKLAL,561,1) FAILED TO OPEN PORBANDARWALA CSS SW NO.4688 FAILED TO OPEN FROM SCADA 2)DI: PORBANDARWALA INDUSTRIES CSS CHL: 106.33 CI:319.,,
300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,,,
300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO OPEN MAHAVIR PLATINUM S/S SW.NO.30700 FAILED TO OPERATE FROM SCADA. 2)DI:MAHAVIR PLATINUM CI:210 CHI:56.,,
300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO OPEN NELLAI CHS S/S DMS SW.NO.34971 FAILED TO OPERATE FROM SCADA. 2) DMS OFFLINE AT REPUBLIC S/S.,,
300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO OPEN - MULTIPLE COMMAND MEHER BAUG S/S DMS SW.NO.05359 FAILED TO OPERATE FROM SCADA.,,
300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,,,
300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MANDALA METRO CARSHED,42837,MHADA MANKHURD,34980,,,
300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO OPEN - MULTIPLE COMMAND VICEROY BUILDING S/S DMS SW.NO.38330 FAILED TO OPERATE FROM SCADA. 2)FAILED TO CLOSE HARSHGIRI S/S DMS SW.NO.25923 FAILED TO OPERATE FROM SCADA. 3) DMS OFFLINE AT DNYANESHWAR NAGAR NO 1 S/S. 4) RESTORATION DONE AFTER LOAD RELIEVING OPERATION.,,
300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,,,
300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHRIJI JEWELLERY,43061,LODHA SUPREMUS,42056,1)LODHA SUPREMUS S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 2) FPI MALFUNCTION AT LODHA SUPREMUS S/S SW.NO.42056 (GLOWN).,,
300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHRIJI JEWELLERY,43061,LODHA SUPREMUS,42056,1)LODHA SUPREMUS S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)FAILED TO OPEN KATYANI BUSINESS CENTRE S/S SW.NO.32787 FAILED TO OPERATE FROM SCADA.,,
300+400SQ.MM,PILC+XLPE,22KV,HTCF SECTION,,,,,,,
300+400SQ.MM,PILC+XLPE,22KV,HTCF SECTION,,,,,,,
300+400SQ.MM,PILC+XLPE,22KV,HTCF SECTION,,,,,,,
300+400SQ.MM,PILC+XLPE,22KV,HTCF SECTION,,,,,,,
300+400SQ.MM,PILC+XLPE,22KV,HTCF SECTION,,,,,,,
300+400SQ.MM,PILC+XLPE,22KV,HTCF SECTION,,,,,,,
300+400SQ.MM,PILC+XLPE,22KV,HTCF SECTION,,,,,,,
300+400SQ.MM,PILC+XLPE,22KV,HTCF SECTION,,,,,,,
300+400SQ.MM,PILC+XLPE,22KV,HTCF SECTION,,,,,,,
300+400SQ.MM,PILC+XLPE,22KV,HTCF SECTION,,,,,,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,AAREY 220 KV RECEIVING STATION,14331,T.MANEKLAL,561,1)FAILED TO OPEN - MULTIPLE COMMAND PORBANDARWALA S/S DMS SW.NO.04688 FAILED TO OPERATE FROM SCADA. 2) FPI MALFUNCTION AT PORBANDARWALA S/S SW.NO.04689 (GLOWN).,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,AAREY 220 KV RECEIVING STATION,16033,METRO-3 SEEPZ,39481,1)TRANSIT RESIDENCY S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 2) ACCESS PROBLEM AT ROLTA INFOTECH S/S PRAVITE PARTY LOCK ON CSS DOOR . 3) FPI MALFUNCTION AT ROLTA INFOTECH S/S SW.NO.25840 (GLOWN). DI: TRANSIT RESIDENCY CI:1642 CHL:1094.,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,,1) DMS OFFLINE AT POLYCHEM PUMP S/S. 2) FPI MALFUNCTION AT POLYCHEM PUMP S/S SW.NO.28033 (GLOWN). 3) FPI MALFUNCTION AT POLYCHEM PUMP S/S SW.NO.28034 (GLOWN). 4) FPI MALFUNCTION AT POLYCHEM PUMP S/S SW.NO.28035 (GLOWN).,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,,1)POLYCHEM NO.2 S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 2)POLYCHEM NO.2 S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND.,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,BHARUCHA COLONY,15159,MILLIONAIRE HERITAGE,40047,,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,,,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,,,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,,,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,DAHISAR CHECKPOST,15464,TIMBER GREEN HOMES,28047,1)FAILED TO CLOSE PRABHAT IND EST S/S DMS SW.NO.11817 FAILED TO OPERATE FROM SCADA. 2)FAILED TO CLOSE DAHISAR CHECKPOST S/S DMS SW.NO.15464 FAILED TO OPERATE FROM SCADA. 3) HEAVY TRAFFIC AT DAHISAR CHECKNAKA.,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,,1)KUMKUM APARTMENT S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 2) AUTO TRIPPED ALARM NOT APPEAR ON OSI AS WELL AS BREKAR STATUS AND CURRENT VALUE NOT UPDATED ON OSI.,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,DEV VRAT,35553,AKURLI ROAD NO.1,1023,1)KALPATARU GARDEN S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND.,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,,,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,,,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,GOREGAON CHAITANYA,35515,OSHIWARA NO.2,6651,VERSOVA 11 KV FEEDER 26205 TRIPPED DURING RESTORATION DUE TO ITS RELAY MALFUNCTION..,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,INTEL CARPORT,26987,QUBE,34438,1) DMS OFFLINE AT QUBE S/S. 2)FAILED TO CLOSE NEERAV PROPERTIES S/S DMS SW.NO.39451 FAILED TO OPERATE FROM SCADA. 3) TRIPPED AT SWAMI SAMARTH NAGAR RECEIVING STATION S/S SW.NO.38754.,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,INTEL CARPORT,26987,QUBE,34438,1)QUBE S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND.,,
